Condition,Price,Mileage,Model_Year,Make,Model,Type,OBO,Seller_Status,Vehicle_Tile
Used,13900,16911,2013.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,8995,22233,2006.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,11800,12500,2005.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,13500,19100,2014.0,Harley-Davidson,Touring,Touring,False,owner,Clear
Used,11999,45858,2012.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,15995,3117,2014.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,8950,29244,1998.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,11000,14157,2004.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,7000,7150,2011.0,Harley-Davidson,Touring,Cruiser,True,private seller,Clear
Used,12400,23658,2013.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,6990,9069,2013.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,13000,17435,2003.0,Harley-Davidson,Softail,Other,True,private seller,Clear
Used,7900,30000,2011.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,1675,12309,2012.0,Harley-Davidson,Sportster,Other,False,dealer,Clear
Used,11995,1142,2016.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,5995,17764,2005.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,10500,7500,2000.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,19500,592,2014.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,2800,21130,1996.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,7700,17000,2004.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,9995,38278,2013.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,11000,18047,2008.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,17495,28368,2011.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,13995,17758,1997.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,15500,2800,2015.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,14999,4171,2015.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,7400,7800,2004.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,13000,26840,2012.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,18000,2359,2015.0,Harley-Davidson,Touring,Sport Touring,False,private seller,Clear
Used,13900,46200,2008.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,3854,29480,2002.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,10995,28827,2008.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,12500,4222,2008.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,4999,16900,2012.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,9500,9800,2005.0,Harley-Davidson,Softail,Other,False,private seller,Clear
Used,8300,48477,1992.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,21900,6950,2009.0,Harley-Davidson,Touring,Other,False,private seller,Clear
Used,9500,11500,2003.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,5995,17764,2005.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,4900,64616,1997.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,5000,20660,2010.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,9995,38278,2013.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,8000,14400,1998.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,5450,40000,1980.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,4050,3591,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13995,17758,1997.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,15500,2800,2015.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,14000,29800,2013.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,17000,35,2014.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,17895,4089,2008.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,14999,4171,2015.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,12250,19750,2005.0,Harley-Davidson,Touring,Touring,True,owner,Clear
Used,7400,7800,2004.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,18499,9897,2015.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
New,8000,26,2016.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,3854,29480,2002.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,19998,10200,2014.0,Harley-Davidson,Touring,Cruiser,True,private seller,Clear
Used,20500,10500,2016.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,11995,25362,2007.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,19500,23600,2007.0,Harley-Davidson,Touring,Sport Touring,True,private seller,Clear
Used,12500,4222,2008.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,4999,16900,2012.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,9500,9800,2005.0,Harley-Davidson,Softail,Other,False,private seller,Clear
Used,6800,31623,2002.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,15900,7000,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,12404,13800,2003.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,14250,70200,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,11800,12500,2005.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,4500,11206,2012.0,Harley-Davidson,Dyna,Sport Touring,False,private seller,Clear
Used,9500,21368,1996.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,5995,8522,2003.0,Harley-Davidson,Sportster,Other,False,private seller,Clear
Used,11500,12130,1999.0,Harley-Davidson,Dyna,Sport Touring,False,owner,Clear
Used,13695,5407,2014.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,10995,11697,2005.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,18500,11115,2003.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,5495,26195,2003.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,6200,13863,1996.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,8300,48477,1992.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,21900,6950,2009.0,Harley-Davidson,Touring,Other,False,private seller,Clear
Used,7999,6400,2003.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,9695,18185,2013.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,9500,11500,2003.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,3850,20478,2008.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,4900,64616,1997.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,7100,1300,2012.0,Harley-Davidson,Softail,Touring,False,private seller,Clear
Used,9900,10509,2006.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,8995,13961,2008.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,4500,9472,2009.0,Harley-Davidson,Sportster,Cruiser,True,private seller,Clear
Used,8000,14400,1998.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,2950,7800,1984.0,Harley-Davidson,Sportster,Other,False,private seller,Clear
Used,14000,29800,2013.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,17000,35,2014.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,17895,4089,2008.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,6750,6599,2008.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,6500,12000,2008.0,Harley-Davidson,Dyna,Sport Touring,False,private seller,Clear
Used,7495,31816,2006.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,12250,19750,2005.0,Harley-Davidson,Touring,Touring,True,owner,Clear
Used,6000,24000,2003.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,7995,35442,2007.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,18499,9897,2015.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
New,8000,26,2016.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,19500,23600,2007.0,Harley-Davidson,Touring,Sport Touring,True,private seller,Clear
Used,22950,729,2013.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,1225,19235,1997.0,Harley-Davidson,Softail,Other,False,dealer,Clear
Used,4500,9472,2009.0,Harley-Davidson,Sportster,Cruiser,True,private seller,Clear
Used,14500,1800,2015.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,12995,18973,2006.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,9995,20633,2008.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,5500,1000,1974.0,Harley-Davidson,Sportster,Standard,False,private seller,Clear
Used,7000,77244,2003.0,Harley-Davidson,Other,Touring,True,dealer,Clear
Used,6800,9800,2009.0,Harley-Davidson,Softail,Cruiser,False,owner,Clear
Used,15900,7000,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,18995,3957,2014.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,13000,7063,2014.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,14250,70200,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,9500,21368,1996.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,9700,24500,2002.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,13000,21899,2009.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,8999,3000,2011.0,Harley-Davidson,Other,Cruiser,True,dealer,Clear
Used,18750,23178,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,16500,23986,2015.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,2700,8700,1984.0,Harley-Davidson,Other,Standard,False,private seller,Clear
Used,0,44951,2007.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,4500,2731,2010.0,Harley-Davidson,Sportster,Cruiser,True,private seller,Clear
Used,12500,260,2015.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,5995,8522,2003.0,Harley-Davidson,Sportster,Other,False,private seller,Clear
Used,13000,7063,2014.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,10000,44406,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,19125,13427,2015.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,5500,4965,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,7950,29550,2007.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,19000,14633,2014.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,6000,61434,1993.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,11250,11150,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,2500,27000,2006.0,Harley-Davidson,Touring,Touring,False,owner,Clear
Used,4995,4800,2006.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,0,12797,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,10000,12000,2006.0,Harley-Davidson,Touring,Touring,True,owner,Clear
Used,5000,18436,1999.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,13000,7000,2008.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,14500,7728,2008.0,Harley-Davidson,Touring,Other,False,private seller,Clear
Used,3200,8714,2008.0,Harley-Davidson,Touring,Sport Touring,False,private seller,Clear
Used,12995,18973,2006.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,21399,17716,2015.0,Harley-Davidson,Touring,Standard,False,dealer,Clear
Used,12500,18400,2005.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,8000,14000,2005.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,7999,15500,2005.0,Harley-Davidson,Touring,Cruiser,True,private seller,Clear
Used,8999,3000,2011.0,Harley-Davidson,Other,Cruiser,True,dealer,Clear
Used,21750,280,2014.0,Harley-Davidson,Touring,Other,True,owner,Clear
Used,22750,2386,2014.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,22000,5797,2014.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,2700,8700,1984.0,Harley-Davidson,Other,Standard,False,private seller,Clear
Used,11000,8739,2006.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,4500,2731,2010.0,Harley-Davidson,Sportster,Cruiser,True,private seller,Clear
Used,12500,260,2015.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,7400,15404,2005.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,6499,24280,2004.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,4995,46102,1986.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,6000,3000,1998.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,6495,18659,1990.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,8000,27110,1998.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,5000,2192,2006.0,Harley-Davidson,Sportster,Standard,True,private seller,Clear
Used,8500,10000,2006.0,Harley-Davidson,Softail,Other,True,owner,Clear
Used,2025,19170,1998.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,4500,25705,2004.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,10995,2554,2004.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,23500,74500,2009.0,Harley-Davidson,Touring,Touring,False,owner,Clear
Used,7000,24877,2009.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,24000,449,2014.0,Harley-Davidson,Touring,Standard,True,private seller,Clear
Used,8995,21607,1994.0,Harley-Davidson,Softail,Touring,True,dealer,Clear
Used,9500,3850,2014.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Clear
Used,7900,3820,2013.0,Harley-Davidson,Sportster,Standard,True,private seller,Clear
Used,12495,17152,2009.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,4001,3551,2011.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,7100,45000,2006.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,10950,6744,2014.0,Harley-Davidson,Softail,Standard,False,dealer,Clear
Used,10000,44406,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,2550,12206,2013.0,Harley-Davidson,Dyna,Sport Touring,False,private seller,Clear
Used,3999,8576,2004.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,19125,13427,2015.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,5500,4965,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,7950,29550,2007.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,5900,16775,2006.0,Harley-Davidson,Other,Other,False,owner,Clear
Used,8000,7300,2004.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,8950,44900,1998.0,Harley-Davidson,Softail,Other,True,private seller,Clear
Used,19000,14633,2014.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,7000,11699,2008.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,760,3800,2011.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,7500,71,2015.0,Harley-Davidson,Sportster,Cruiser,True,private seller,Clear
Used,7990,15996,1996.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,3850,3159,2009.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,4500,100000,1990.0,Harley-Davidson,Sportster,Other,False,by owner,Clear
Used,6800,5366,2014.0,Harley-Davidson,Sportster,Other,False,dealer,Clear
Used,12995,18973,2006.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,6000,61434,1993.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,11250,11150,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,2500,27000,2006.0,Harley-Davidson,Touring,Touring,False,owner,Clear
Used,4995,4800,2006.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,0,12797,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,10000,12000,2006.0,Harley-Davidson,Touring,Touring,True,owner,Clear
Used,5000,18436,1999.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,13000,7000,2008.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,14500,7728,2008.0,Harley-Davidson,Touring,Other,False,private seller,Clear
Used,3200,8714,2008.0,Harley-Davidson,Touring,Sport Touring,False,private seller,Clear
Used,21399,17716,2015.0,Harley-Davidson,Touring,Standard,False,dealer,Clear
Used,12500,18400,2005.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,8000,14000,2005.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,7999,15500,2005.0,Harley-Davidson,Touring,Cruiser,True,private seller,Clear
Used,12950,5,2013.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,3100,5000,2009.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,21750,280,2014.0,Harley-Davidson,Touring,Other,True,owner,Clear
Used,22750,2386,2014.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,22000,5797,2014.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,6000,6962,2009.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,11000,8739,2006.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,2700,2500,1982.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,9600,19000,2007.0,Harley-Davidson,Other,Cruiser,False,private seller,Clear
Used,100,1905,2016.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,9495,28000,2006.0,Harley-Davidson,Softail,Other,True,private seller,Clear
Used,14500,4700,2015.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,9995,2497,2000.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,13899,1600,2016.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,12750,20333,2010.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,5900,7800,2007.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,4500,3600,2001.0,Harley-Davidson,Other,Standard,True,private seller,Clear
Used,6700,27000,1999.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,100,1905,2016.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,9495,28000,2006.0,Harley-Davidson,Softail,Other,True,private seller,Clear
Used,14500,4700,2015.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,9995,2497,2000.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,13899,1600,2016.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,12750,20333,2010.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,5900,7800,2007.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,6700,27000,1999.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,10999,10079,2010.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,39995,1,2014.0,Harley-Davidson,Other,Touring,True,dealer,Clear
Used,6000,14000,1999.0,Harley-Davidson,Touring,Standard,False,owner,Clear
Used,14000,27999,1961.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,9995,30779,2005.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,18000,9212,2009.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,10000,13925,2009.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,19000,17300,2009.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,1025,2318,2009.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,9500,28800,2007.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,9000,20555,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,1000,12000,2008.0,Harley-Davidson,Dyna,Sport Touring,False,private seller,Clear
Used,39000,6000,2012.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,32000,2850,2012.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,16995,3200,2007.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,9995,4500,2004.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,1000,21873,2003.0,Harley-Davidson,Touring,Cruiser,False,private seller,Clear
Used,3800,40100,2003.0,Harley-Davidson,Touring,Touring,False,owner,Clear
Used,29000,9600,2013.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,15000,2046,2013.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,14000,27999,1961.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,9995,30779,2005.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,9475,11158,2001.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,11500,10086,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,28750,8500,2015.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,1000,12000,2008.0,Harley-Davidson,Dyna,Sport Touring,False,private seller,Clear
Used,7000,11295,2011.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,16500,11780,2011.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,16988,10000,2011.0,Harley-Davidson,Touring,Sport Touring,True,private seller,Clear
Used,16995,3200,2007.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,9995,4500,2004.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,12000,22000,1985.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,5000,6500,2004.0,Harley-Davidson,Touring,Cruiser,False,private seller,Clear
Used,2595,18158,1995.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,8500,30003,2004.0,Harley-Davidson,Touring,Touring,False,owner,Clear
Used,16499,22520,2008.0,Harley-Davidson,Touring,Other,False,dealer,Clear
Used,14500,14920,2009.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,4000,16892,2009.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,12995,736,2016.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,12320,15763,1996.0,Harley-Davidson,Sportster,Other,False,private seller,Clear
Used,4995,41092,2006.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Clear
Used,8500,16926,1968.0,Harley-Davidson,Sportster,Sport Bike,False,private seller,Clear
Used,4400,469,2008.0,Harley-Davidson,Sportster,Standard,False,private seller,Clear
Used,3195,28110,1995.0,Harley-Davidson,Sportster,Sport Touring,True,private seller,Clear
Used,5995,10314,2008.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,6500,49000,1999.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,5000,35000,1995.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,6200,754,2015.0,Harley-Davidson,Other,Other,True,private seller,Clear
Used,7995,52382,2009.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,9300,8816,2011.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,9600,2350,2003.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,12250,33500,2010.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,8200,23761,1982.0,Harley-Davidson,Touring,Cruiser,True,private seller,Clear
Used,14000,27999,1961.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,6995,6277,1994.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,12700,39000,2006.0,Harley-Davidson,Softail,Cruiser,True,owner,Clear
Used,39995,1,2014.0,Harley-Davidson,Other,Touring,True,dealer,Clear
Used,7000,11600,1998.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,12995,12963,2003.0,Harley-Davidson,Softail,Gasoline,False,dealer,Clear
Used,10500,327,2013.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,8788,15633,2010.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,18500,8793,2013.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,9475,11158,2001.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,11500,10086,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,9000,7876,2003.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,28750,8500,2015.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,7000,11295,2011.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,16500,11780,2011.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,16988,10000,2011.0,Harley-Davidson,Touring,Sport Touring,True,private seller,Clear
Used,4000,15102,2006.0,Harley-Davidson,Sportster,Sport Touring,True,private seller,Clear
Used,11495,3147,2014.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,7995,46000,2010.0,Harley-Davidson,Softail,Touring,True,private seller,Clear
Used,12000,22000,1985.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,5000,6500,2004.0,Harley-Davidson,Touring,Cruiser,False,private seller,Clear
Used,14995,5549,2016.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,2050,36796,2005.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Clear
Used,8500,30003,2004.0,Harley-Davidson,Touring,Touring,False,owner,Clear
Used,16499,22520,2008.0,Harley-Davidson,Touring,Other,False,dealer,Clear
Used,4995,3301,2000.0,Harley-Davidson,Dyna,Cruiser,True,carrigan motor group,Clear
Used,5,8000,2010.0,Harley-Davidson,Dyna,Sport Touring,False,private seller,Clear
Used,8500,30003,2004.0,Harley-Davidson,Touring,Touring,False,owner,Clear
Used,16499,22520,2008.0,Harley-Davidson,Touring,Other,False,dealer,Clear
Used,2695,25019,1989.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,4995,3301,2000.0,Harley-Davidson,Dyna,Cruiser,True,carrigan motor group,Clear
Used,5,8000,2010.0,Harley-Davidson,Dyna,Sport Touring,False,private seller,Clear
Used,16900,2680,2016.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,10770,11879,1993.0,Harley-Davidson,Softail,Other,False,dealer,Clear
Used,9500,4986,2003.0,Harley-Davidson,Softail,Sport Bike,False,private seller,Clear
Used,510,35884,2006.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,5500,66060,2001.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,6362,16000,2001.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,8300,3184,2001.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,241,11594,2014.0,Harley-Davidson,Sportster,Gasoline,False,dealer,Clear
Used,9795,16105,2011.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,18388,3717,2013.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,16999,3014,2013.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,6700,53324,1993.0,Harley-Davidson,Softail,Sport Touring,True,private seller,Clear
Used,12900,11800,2007.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,12225,17573,1992.0,Harley-Davidson,Softail,Touring,True,private seller,Clear
